steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,secs,regen_id,config_hash,git_sha,image
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,5760,1.0,False,rule_based,0,2020,,-1,20,100,4.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,5760,1.0,False,rule_based,0,2021,,-1,20,100,4.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,5760,1.0,False,rule_based,0,2022,,-1,20,100,4.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,5760,1.0,False,rule_based,0,2023,,-1,20,100,4.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,8.302170877883274,16.261443498141766,7.95927262025849,4.8081981523312685,2.47064155761201,0.6804329103152116,660621.1421120092,53.42442391479187,2.2681097010507054,8.2354718587067,63.00347222222222,2131,2179.3284816741943,100.0,0,0.0,62.20486111111111,2177,4779.339485168457,4308,1643.8284281435372,78.21067937121967,1830.1048560772674,1481.798398025429,0,5760,1.0,False,sindy_mpc_conf,0,2020,0.0,418524381,20,100,77.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-1.688149425846564,7.85276684314602,9.540916268992582,6.7150928078927254,1.8197422295127004,1.0060812315871588,319018.65300280706,74.61214230991918,3.3536041052905294,6.065807431709001,69.32291666666667,1767,1631.3739852905273,99.94791666666667,3,174.8114013671875,51.49305555555556,2794,6136.3675537109375,4564,2295.758224830388,115.64152111846157,1347.9572071440605,1318.9810100741024,0,5760,1.0,False,sindy_mpc_conf,0,2021,0.0,418524381,20,100,70.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-0.13094219364108683,9.359941657944958,9.490883851586045,6.1092104227993325,2.2334486212784626,1.148224807508251,380247.62985401397,67.88011580888147,3.8274160250275036,7.444828737594875,77.29166666666667,1308,1110.9758033752441,99.375,36,5903.935302734375,60.45138888888889,2278,5239.798896789551,3622,2088.61894895082,131.979862752305,1654.4063864048549,1291.3172742208067,0,5760,1.0,False,sindy_mpc_conf,0,2022,0.0,418524381,20,100,71.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.503643814969779,12.768486005224258,8.26484219025448,5.253813018746577,2.6181252128208077,0.39290395868709493,518719.7439622355,58.3757002082953,1.3096798622903165,8.727084042736026,74.54861111111111,1466,1153.9941129684448,100.0,0,0.0,47.46527777777778,3026,5594.830760955811,4492,1796.1753909143908,45.161374590275244,1939.3520083881187,1705.173564766082,0,5760,1.0,False,sindy_mpc_conf,0,2023,0.0,418524381,20,100,77.2,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,0.862010856460663,11.32185305726859,10.459842200807927,4.597240068905768,5.1102890785965425,0.7523130533056182,459950.2804515365,51.0804452100641,2.507710177685394,17.03429692865514,67.17013888888889,1891,1629.1347522735596,52.22222222222223,2752,2712459.4477539062,51.61458333333333,2787,6814.064025878906,7430,1571.7060065291141,86.47276482411571,3785.3993182086974,1432.2694600850455,0,5760,1.0,False,sindy_mpc_dense,0,2020,0.0392985992927771,3288969182,20,100,68.2,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.122503536893297,5.677888915620832,11.800392452514128,5.670571132341841,4.4366590505128345,1.693162269659453,230664.23719709628,63.00634591490935,5.643874232198177,14.788863501709448,75.95486111111111,1385,1000.1487579345703,42.44791666666667,3315,4250811.594848633,49.56597222222222,2905,7427.759521484375,7605,1938.656797749404,194.6163528827114,3286.4141110127894,1159.690846449358,0,5760,1.0,False,sindy_mpc_dense,0,2021,0.0392985992927771,3288969182,20,100,68.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
