steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,mode,seed,test_year,secs,regen_id,config_hash,git_sha,image
5760,-3.4750973209355207,8.272065681811846,11.747163002747365,6.601533584956416,1.8550090196197162,3.2906203981712343,336052.66832360625,73.3503731661824,10.968734660570782,6.1833633987323875,60.22569444444444,2291,2176.509002685547,99.49652777777777,29,8419.93994140625,55.12152777777778,2585,5387.251670837402,4905,2256.9345581811285,378.23222963725345,1374.0807545537173,1340.0764726437808,0,5760,1.0,False,adapt,static,static,13,2021,68.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,2.8289803697532414,12.361669027284488,9.53268865753125,7.038110505457193,1.7731215468558656,0.7214566052181894,502192.8042334324,78.20122783841326,2.4048553507272983,5.910405156186219,72.30902777777779,1595,1066.1613903045654,100.0,0,0.0,58.69791666666667,2379,4220.474769592285,3974,2406.1916251364783,82.92604636127871,1313.4233682367565,1259.021215119481,0,5760,1.0,False,adapt,dagger,dagger,13,2021,73.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5217,-4.578773081054678,5.3949029419793675,9.973676023034045,6.615803940493931,2.264867362459891,1.0930047200802235,219167.9320179118,73.5089326721548,3.6433490669340785,7.549557874866304,91.52769791067664,442,391.48947048187256,73.16465401571784,1400,1693567.7291259766,45.275062296338895,2855,4137.326324462891,4697,2261.813313894909,125.63272623241379,1677.6795275439306,619.173445186137,0,5760,0.9057,True,adapt,ekf,ekf,13,2021,66.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,2.1061954152192355,15.675746170382126,13.569550755162888,5.587260107241049,2.294221937541863,5.688068710379977,636827.1881717738,62.08066785823387,18.960229034599926,7.647406458472878,68.29861111111111,1826,1859.6945314407349,100.0,0,0.0,62.864583333333336,2139,4653.508792877197,3965,1910.1743963351082,653.80100131462,1699.4236576458313,1317.8977370835069,0,5760,1.0,False,adapt,static,static,13,2022,79.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,5.439404069233923,14.49756943445773,9.058165365223807,6.202878998325812,1.9597672185798192,0.8955191483181767,588963.7582748453,68.9208777591757,2.985063827727256,6.532557395266064,78.75,1224,1055.330909729004,100.0,0,0.0,62.37847222222223,2167,3503.7340087890625,3391,2120.642392495456,102.93323522807698,1451.6794209530703,1278.6509523133593,0,5760,1.0,False,adapt,dagger,dagger,13,2022,76.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.6263661385779702,13.032302295807957,11.405936157229988,6.652623480802502,4.068068175979316,0.6852445004481704,529437.2807671983,73.91803867558336,2.284148334827235,13.560227253264387,82.55208333333334,1005,890.3768768310547,75.85069444444444,1391,4160227.4674072266,61.21527777777778,2234,3014.301280975342,4630,2274.4011911502794,78.76373565911219,3013.3838328675056,1062.4496248416017,0,5760,1.0,False,adapt,ekf,ekf,13,2022,71.2,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,0.3166100617795898,11.032191371017518,10.715581309237928,5.071555788940159,2.601426627602512,3.042598892695257,448182.7744475867,56.35061987711288,10.141996308984192,8.671422092008374,58.09027777777778,2414,2432.994939804077,100.0,0,0.0,51.388888888888886,2800,4984.458076477051,5214,1733.8652271288936,349.7240108173237,1926.9826874753967,1689.9121952609735,0,5760,1.0,False,adapt,static,static,13,2023,70.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.376273227762989,12.304267374375973,7.927994146612983,5.619190513028003,2.1452761120353525,0.1635275215496273,499860.8620840239,62.43545014475559,0.5450917384987577,7.150920373451175,76.11111111111111,1376,948.1308336257935,100.0,0,0.0,54.270833333333336,2634,4388.839008331299,4010,1921.0907728364407,18.796266809397743,1589.0934159368135,1665.6263453804322,0,5760,1.0,False,adapt,dagger,dagger,13,2023,75.4,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.2194441546643646,4.412141631447329,7.631585786111694,5.702700315781532,1.6531894156456006,0.2756960546845613,179243.25377754774,63.36333684201702,0.9189868489485378,5.510631385485335,97.84722222222221,124,152.97976303100586,94.07986111111111,341,1094574.161743164,44.96527777777778,3170,4851.887222290039,3635,1949.6411330245799,31.68920180519982,1224.5847511786915,822.7928790015203,0,5760,1.0,False,adapt,ekf,ekf,13,2023,71.1,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
